brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_mobileNetworkOperator,cell_rssi,cell_timingAdvance,cell_bands,cell_bandwidth,cell_ci,cell_earfcn,cell_tac,cell_rsrp,cell_rsrq,cell_rssnr
vivo,V2133A,11,4G,China Mobile,zhejiangsheng,wenzhoushi,46.4,050e696afbc3127bbaed8806a7382307,59,-81;-81;-81;-81;-73;-73;-73;-73;-82;-82,4,460,0,46000,-81;-81;-81;-81;-77;-77;-77;-77;-83;-83,20,[],2147483647,45039150,38950,26480,-81;-81;-81;-81;-73;-73;-73;-73;-82;-82,-3;-3;-3;-3;-4;-4;-4;-4;-6;-6,1
OPPO,PFDM00,11,4G,China Telecom,zhejiangsheng,jinhuashi,28.7,16cf341479d85583f14a9faee777e08f,56,-84;-84;-84;-84;-84;-83;-83;-83;-83;-84;-84;-84;-84;-84;-88;-88;-88;-88;-88;-88;-88;-88;-88;-86;-86,4,460,0,46000,-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85,2147483647,[],2147483647,119012291,38400,22428,-84;-84;-84;-84;-84;-83;-83;-83;-83;-84;-84;-84;-84;-84;-88;-88;-88;-88;-88;-88;-88;-88;-88;-86;-86,-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-9;-9;-9;-9;-11;-11;-11;-11;-11;-6;-6,1
vivo,V2046A,11,4G,China Telecom,guangdongsheng,zhongshanshi,3.1,57f7d2e0fc9643dab20cbd97ae6b9159,56,-84;-84;-84;-84;-85;-85;-85;-85;-85;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84,4,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,3,[],20000,129888820,1850,31512,-84;-84;-84;-84;-85;-85;-85;-85;-85;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84,-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10,2
OPPO,PFDM00,11,4G,China Telecom,anhuisheng,hefeishi,24.2,eb0c2559db4e3e6b5c81d1725afcbb2e,52,-88;-88;-89;-88;-89;-88;-89;-88;-89;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,3,460,11,46011,-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85,6,[],2147483647,110649650,1850,26923,-88;-88;-89;-88;-89;-88;-89;-88;-89;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,-8;-8;-9;-8;-9;-8;-9;-8;-9;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8;-10;-8,1
vivo,V1962A,10,4G,China Telecom,hebeisheng,xingtaishi,28.7,6b59cbb0ec89298d510e7b7263831f52,50,-90;-90;-91;-91;-91;-91,3,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,23679537,1850,5838,-90;-90;-91;-91;-91;-91,-10;-10;-10;-10;-10;-10,-3
Xiaomi,21091116AC,11,4G,China Mobile,chongqingshi,chongqingshi,1.1,a3aec18ab0e5eba61986797eb8262604,55,-85;-85,4,460,0,46000,-83;-83,1,[],2147483647,91775105,40936,13192,-85;-85,-8;-8,1
vivo,V1938CT,10,4G,China Unicom,hubeisheng,shiyanshi,91,4f09ab97ca141e00b18e2fd02ba74c3f,44,-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,31878427,1650,29145,-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,-6;-6;-6;-7;-7;-7;-7;-8;-8;-8;-8;-8;-7;-7;-7;-7;-9;-9;-9;-9;-9;-9,21
vivo,V2156A,11,4G,China Telecom,hebeisheng,tangshanshi,0.1,87dce07ae124a208ed68d6664310669f,30,-110;-110,1,460,11,46011,-97;-97,1,[],2147483647,144847761,2452,5185,-110;-110,-8;-8,0
vivo,V2121A,11,4G,China Unicom,neimengguzizhiqu,eerduosishi,56,6f618df189341126c2a1616d72bc5da9,39,-101;-101;-101;-101;-101;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-103;-103;-103,2,460,1,46001,-91;-91;-91;-91;-91;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-93;-93;-93,58,[],2147483647,236301343,1650,57994,-101;-101;-101;-101;-101;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-103;-103;-103,-5;-5;-5;-5;-5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9,0
OPPO,PEQM00,12,4G,China Telecom,guizhousheng,guiyangshi,92.2,e716883463ad43aef9bec43bafbd33ca,59,-81;-81,4,460,11,46011,-75;-75,2,['3'],2147483647,174204465,1850,62989,-81;-81,-7;-7,0
vivo,V2046A,11,4G,China Unicom,jiangsusheng,suzhoushi,21,8d365e3c85ba82bb0f624ce6ab79b7d1,41,-99;-99;-98;-99;-98;-99;-98;-99;-98;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-99;-100;-99;-100;-99;-100;-99;-99;-102;-99;-102;-99;-102;-99;-102;-102;-102;-102;-103;-102;-103;-102;-103,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,[],20000,218981687,1650,20786,-99;-99;-98;-99;-98;-99;-98;-99;-98;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-99;-100;-99;-100;-99;-100;-99;-99;-102;-99;-102;-99;-102;-99;-102;-102;-102;-102;-103;-102;-103;-102;-103,-8;-8;-8;-8;-8;-8;-8;-8;-8;-10;-11;-10;-11;-10;-11;-10;-11;-10;-11;-8;-10;-8;-10;-8;-10;-8;-10;-10;-13;-10;-13;-10;-13;-10;-13;-11;-13;-11;-13;-11;-13;-11;-13,0
vivo,V1962A,10,4G,China Mobile,jiangsusheng,nantongshi,48.1,608ddb8acf1030460ad6cc03bf18d24f,28,-112;-112,1,460,0,46000,-59;-59,46,['Added in API level 30'],20000,232747777,39148,20574,-112;-112,-8;-8,9
vivo,V1938T,10,4G,China Telecom,sichuansheng,mianyangshi,41.8,f769a36db94b481c0742a4513d272bc6,26,-114;-114;-114;-114;-114;-115;-115;-115;-115;-115;-115;-115;-115;-115;-116;-116;-116;-116;-117;-117;-117;-117,1,460,0,46000,-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-67;-71;-71;-71;-71;-73;-73;-73;-73,0,['Added in API level 30'],10000,105987648,3590,33202,-114;-114;-114;-114;-114;-115;-115;-115;-115;-115;-115;-115;-115;-115;-116;-116;-116;-116;-117;-117;-117;-117,-8;-8;-8;-8;-8;-10;-10;-10;-10;-10;-10;-10;-10;-10;-8;-8;-8;-8;-8;-8;-8;-8,7
vivo,V2059A,11,4G,China Telecom,hebeisheng,shijiazhuangshi,436.9,4c8a43743057f9605125d94793feed3d,34,-106;-106;-106;-106;-107;-107;-107;-107;-106;-106;-106;-106;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109,1,460,11,46011,-51;-51;-51;-51;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,10,[],20000,18563328,100,58113,-106;-106;-106;-106;-107;-107;-107;-107;-106;-106;-106;-106;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109,-6;-6;-6;-6;-8;-8;-8;-8;-8;-8;-8;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9,2
vivo,V1962A,10,4G,China Mobile,shandongsheng,jinanshi,15,54ee244cf3e89fbd6e1cc275a381cabd,59,-81;-81;-81;-81;-81;-83;-83;-83;-83;-84;-84;-84;-84;-84;-84;-84;-84;-83;-83;-83;-83,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['Added in API level 30'],20000,76776258,1300,21501,-81;-81;-81;-81;-81;-83;-83;-83;-83;-84;-84;-84;-84;-84;-84;-84;-84;-83;-83;-83;-83,-10;-10;-10;-10;-10;-12;-12;-12;-12;-13;-13;-13;-13;-13;-13;-13;-13;-12;-12;-12;-12,7
vivo,V1938CT,10,4G,China Telecom,anhuisheng,anqingshi,281.8,1bb9be8a943313132410e680d96bb818,99,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,460,0,46000,-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113;-113,0,['Added in API level 30'],10000,14113472,3590,21825,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20,-30
vivo,V1938CT,10,4G,China Unicom,henansheng,zhoukoushi,7.4,16f3a60f7feafbcb13f2176eb77ab6d5,38,-102,2,460,1,46001,2147483647,0,['Added in API level 30'],20000,193118387,1650,11493,-102,-10,3
vivo,V2002A,10,4G,China Telecom,liaoningsheng,zhaoyangshi,17.9,83387b27da8da6e9e52b81a8ff9323d5,55,-85;-85,4,460,0,46000,2147483647;2147483647,11,['Added in API level 30'],10000,70827266,38352,16594,-85;-85,-9;-9,12
vivo,V2046A,11,4G,China Telecom,guizhousheng,bijieshi,3.4,d95185fab801edc68ba684e1d3d7cf7c,22,-118;-118;-118;-118;-121;-121;-121;-121;-121;-121;-121;-121;-121;-122;-122;-122;-122;-122;-121;-121;-121;-121;-124,0,460,0,46000,-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-79,21,[],20000,25377154,38400,34166,-118;-118;-118;-118;-121;-121;-121;-121;-121;-121;-121;-121;-121;-122;-122;-122;-122;-122;-121;-121;-121;-121;-124,-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-9,1
vivo,V2046A,11,4G,China Unicom,henansheng,kaifengshi,16.9,5ee8aa41bf1b8725ecc94e05f13b4e0f,41,-99;-99;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,[],20000,250192461,1300,14295,-99;-99;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97,-10;-10;-10;-10;-10;-10;-11;-11;-11;-11;-11;-11;-11;-11;-11;-10;-10;-10;-10;-10;-10;-10,0
vivo,V2162A,11,4G,China Telecom,hainansheng,hainansheng,0.6,debef7b30d7fc6ebd614ad63e4b2329c,33,-107,1,460,11,46011,-95,2147483647,[],2147483647,250429316,300,47973,-107,-7,0
vivo,V2121A,11,4G,China Mobile,hebeisheng,qinhuangdaoshi,50.9,b70b0e27eea3e4925d6b0c7f39d197c8,46,-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-95;-95;-95;-95,3,460,11,46011,-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89,2147483647,[],2147483647,20781361,1850,58324,-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-94;-95;-95;-95;-95,-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10,1
vivo,V1938CT,10,4G,China Unicom,neimengguzizhiqu,chifengshi,0.1,a949850e54cded90d517dddcc01c5b6b,34,-106;-106,1,460,0,46000,-53;-53,0,['Added in API level 30'],15000,82340413,36275,18284,-106;-106,-7;-7,20
vivo,V2046A,11,4G,China Unicom,guangdongsheng,jieyangshi,19.4,fb46fad58fe9db56bd8ca28f99d0241f,39,-101;-101,2,460,1,46001,-59;-59,3,[],20000,108117269,1650,9857,-101;-101,-9;-9,0
vivo,V1962A,10,4G,China Telecom,jiangxisheng,ganzhoushi,9.4,bb9668d5440ec4d2df8b9f2e96681060,40,-100;-100;-100;-100;-100;-97;-97;-97;-97;-92;-92;-92;-92;-92;-92;-92;-92;-92;-93;-93;-93;-93,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['Added in API level 30'],20000,245837459,39148,31219,-100;-100;-100;-100;-100;-97;-97;-97;-97;-92;-92;-92;-92;-92;-92;-92;-92;-92;-93;-93;-93;-93,-4;-4;-4;-4;-4;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-4;-4;-4;-4,22
vivo,V1938CT,10,4G,China Telecom,sichuansheng,meishanshi,3.8,2845b8f7c3fb66e1223e4aeaa9995422,46,-94;-94;-94;-94;-94;-98;-98;-98;-98,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,124663585,1650,41828,-94;-94;-94;-94;-94;-98;-98;-98;-98,-8;-8;-8;-8;-8;-8;-8;-8;-8,7
vivo,V2121A,11,4G,China Unicom,neimengguzizhiqu,eerduosishi,55.7,6f618df189341126c2a1616d72bc5da9,37,-103;-103,2,460,1,46001,-93;-93,58,[],2147483647,66197279,1650,57994,-103;-103,-7;-7,0
vivo,V2133A,11,4G,China Mobile,guangdongsheng,guangzhoushi,35,213026b8cd2e55aef80c441f37a635d9,43,-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,2,460,0,46000,-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89,2147483647,[],2147483647,113987657,3590,10331,-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,-7;-7;-7;-7;-7;-7;-7;-7;-7;-6;-6;-6;-6;-7;-7;-7;-7;-7;-7;-7;-7;-7,1
vivo,V1962A,10,4G,China Mobile,heilongjiangsheng,daqingshi,85,1fd51fbcd745b7d9a15bc407818ff344,62,-78;-78;-75;-78;-75;-78;-75;-78;-75;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,7,['Added in API level 30'],20000,76768572,1300,17727,-78;-78;-75;-78;-75;-78;-75;-78;-75;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89;-82;-89,-15;-15;-15;-15;-15;-15;-15;-15;-15;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18;-15;-18,2
vivo,V2002A,10,4G,China Telecom,sichuansheng,dazhoushi,11.9,2ca678b2c713e52b01b995d0b14da2bf,53,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,3,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],5000,167945745,2452,40998,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6,16
vivo,V2164A,11,4G,China Unicom,heilongjiangsheng,suihuashi,1.3,1467e7a99557f9a0f4e2b1d9c7ed2bad,20,-120;-120,0,460,1,46001,-101;-101,2147483647,[],2147483647,166763551,1650,1120,-120;-120,-9;-9,0
vivo,V1962A,10,4G,China Mobile,guangdongsheng,dongguanshi,11.6,84183474cd250e0cc8d9c87776f38b8e,29,-111,1,460,0,46000,2147483647,0,['Added in API level 30'],20000,172414465,38400,9241,-111,-10,-3
vivo,V1938CT,10,4G,China Mobile,hunansheng,huaihuashi,26.4,46625844be138699912827129b4c3b8c,54,-86;-86,3,460,0,46000,2147483647;2147483647,10,['Added in API level 30'],10000,138072654,3590,29519,-86;-86,-9;-9,24
vivo,V2072A,11,4G,China Mobile,shandongsheng,yantaishi,36.7,d81ffe8cb53999de89a49d471f535f10,35,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105,2,460,1,46001,-93;-93;-93;-93;-93;-93;-93;-93;-93;-93,2147483647,[],2147483647,101788819,1650,21577,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105,-13;-13;-13;-13;-13;-14;-14;-14;-14;-14,1
vivo,V1962A,10,4G,China Unicom,zhejiangsheng,hangzhoushi,57.3,531ed20dd767110bcbf45bacbd65c80d,42,-98;-98;-98;-99;-99;-99;-99;-99;-101;-101;-101;-101;-102;-102;-102;-102;-103;-103;-103;-103;-103;-102,2,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,171037836,100,58913,-98;-98;-98;-99;-99;-99;-99;-99;-101;-101;-101;-101;-102;-102;-102;-102;-103;-103;-103;-103;-103;-102,-15;-15;-15;-13;-13;-13;-13;-13;-12;-12;-12;-12;-12;-12;-12;-12;-14;-14;-14;-14;-14;-13,-1
vivo,V2123A,11,4G,China Mobile,heilongjiangsheng,haerbinshi,14.1,fa1153b371c92f537fa1ab3e1761a02f,42,-98,2,460,0,46000,-91,2147483647,[],2147483647,74886451,38400,18001,-98,-8,1
vivo,V2164A,11,4G,China Mobile,shandongsheng,rizhaoshi,42.5,a1c6566d0af03fec29171e4ec7788a9f,61,-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79,4,460,0,46000,-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,5,[],2147483647,206695169,38400,25554,-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79,-7;-7;-7;-7;-7;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10,2
vivo,V2046A,11,4G,China Telecom,liaoningsheng,tielingshi,7.7,573307e072031e6ef02392dfccd2811b,48,-92;-92;-92;-93,3,460,11,46011,2147483647;2147483647;2147483647;2147483647,18,[],5000,263627922,2452,3015,-92;-92;-92;-93,-9;-9;-9;-7,1
vivo,V1938CT,10,4G,China Unicom,guangdongsheng,guangzhoushi,33.6,5b19844f44edb532bb84e76599954e4b,35,-105;-102;-102;-102;-102;-102;-101;-101;-101;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-104;-104;-104,2,460,0,46000,-51;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],10000,174404357,38544,9477,-105;-102;-102;-102;-102;-102;-101;-101;-101;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-104;-104;-104,-8;-5;-5;-5;-5;-5;-5;-5;-5;-7;-7;-7;-7;-7;-9;-9;-9;-9;-9;-8;-8;-8,15
vivo,V1962A,10,4G,China Mobile,hunansheng,zhuzhoushi,25.5,322ae6eb532d854949d1867d4c82ccb8,50,-90;-90,3,460,0,46000,2147483647;2147483647,0,['Added in API level 30'],20000,265682944,38400,29491,-90;-90,-6;-6,20
vivo,V1962A,10,4G,China Telecom,hebeisheng,xingtaishi,61.6,6b59cbb0ec89298d510e7b7263831f52,79,-61,4,460,11,46011,2147483647,0,['Added in API level 30'],20000,39096081,1650,5838,-61,-5,24
vivo,V2046A,11,4G,China Unicom,weizhi,weizhi,2.3,81ca36c4a8d993c0fac4f5a79e55913a,32,-108;-108;-108;-108;-108,1,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647,3,[],15000,160535443,1825,6247,-108;-108;-108;-108;-108,-14;-13;-13;-13;-13,0
vivo,V2002A,10,4G,China Mobile,guangdongsheng,guangzhoushi,14.7,e200681cdde65554016ca3716e519b95,52,-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88,3,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,213289349,40936,10333,-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88;-88,-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8,4
vivo,V2121A,11,4G,China Telecom,neimengguzizhiqu,chifengshi,42.3,3e314886c24c7b3430eac575d9b62a39,32,-108;-108;-108;-108;-108;-107,1,460,11,46011,-95;-95;-95;-95;-95;-95,4,[],2147483647,15488049,1850,57940,-108;-108;-108;-108;-108;-107,-9;-9;-9;-9;-9;-12,0
vivo,V1938CT,10,4G,China Mobile,guangdongsheng,shaoguanshi,0.9,e603a601413903dc4496f9e7bcf4b438,50,-90;-90;-90;-90;-90,3,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,109550347,1650,9984,-90;-90;-90;-90;-90,-14;-14;-14;-14;-14,4
vivo,V1938CT,9,4G,China Mobile,shanghaishi,shanghaishi,19.6,ab8b22935838d9346119fdaf48a16fd4,40,-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-101;-101;-101;-101;-101;-101,3,460,0,46000,Added in API level Q,0,['Added in API level 30'],20000,217961316,38950,6237,-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-101;-101;-101;-101;-101;-101,-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-8;-8;-8;-8;-8;-8,16
vivo,V2072A,11,4G,China Unicom,shandongsheng,qingdaoshi,109.7,5b3c60c7226da9f6035ccb075b9ee368,53,-87;-87;-87,3,460,1,46001,-85;-85;-85,1,[],2147483647,57373195,300,21709,-87;-87;-87,-10;-10;-12,1
vivo,V2072A,11,4G,China Mobile,shanxisheng,yananshi,32.4,7fb3c2e8e60d0366e30eaf2f5654c685,48,-92;-92;-91,3,460,0,46000,-87;-87;-87,2147483647,[],2147483647,165312845,3590,37145,-92;-92;-91,-9;-9;-8,1
vivo,V2002A,10,4G,China Unicom,hebeisheng,baodingshi,5.5,8d6849c66df3e242800d5ff5ace56bd4,48,-92;-92;-92;-92,3,460,1,46001,2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,43780370,1650,5728,-92;-92;-92;-92,-14;-14;-14;-14,-5
vivo,V2046A,11,4G,China Unicom,sichuansheng,dazhoushi,29.9,fc1718d3df8c7247d871890a92a3b71e,36,-104;-104,2,460,1,46001,-63;-63,4,[],20000,121371167,1650,41039,-104;-104,-8;-8,1
vivo,V1962A,10,4G,China Telecom,zhejiangsheng,ningboshi,4.2,e9315602f858829b54ab423c8fb583ba,36,-104;-104;-104;-104;-104;-104;-104;-104;-104;-103;-103;-103;-103;-105;-105;-105;-105;-105;-107;-107;-107;-107;-104,2,460,3,46003,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],10000,92316945,2452,59340,-104;-104;-104;-104;-104;-104;-104;-104;-104;-103;-103;-103;-103;-105;-105;-105;-105;-105;-107;-107;-107;-107;-104,-14;-14;-14;-14;-14;-14;-14;-14;-14;-13;-13;-13;-13;-13;-13;-13;-13;-13;-15;-15;-15;-15;-13,-2
